Observer,Block name,Point name,Date,Species,Time interval,Number,Sex/Behaviour,Distance,Detection_hist,3 Birds at census point.Notes,Record #,Verified?,Time start,Temp,Relative humidity,Wind,Sky_code,Mammal,Noise,Recording #,2 Point information.Notes,Start time,End time,Start temp,End temp,Start wind,End wind,Start sky,End sky
Sarah Davidson,Auriol Trail,A06,"Sunday, June 10, 2012",Gray Jay,"2,4",1,C,50-100m,11000,,865,FALSE,6:13,4,88,0,1,,,,"Sunny, VATH between P5 and P6",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Swainson's Thrush,"4,6,8",1,S,50-100m,01110,,947,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Pine Grosbeak,"2,4",1,C,50-100m,11000,,948,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Varied Thrush,"2,4,6,8,10",1,S,50-100m,11111,,949,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Yellow-rumped Warbler,4,1,S,50-100m,01000,,950,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Pine Grosbeak,"2,4",1,S,<50m,11000,,951,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Varied Thrush,"2,6",1,S,50-100m,10100,,952,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Swainson's Thrush,"8,10",1,S,50-100m,00011,,953,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Yellow-rumped Warbler,"6,8,10",1,S,50-100m,00111,,954,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Gray Jay,2,1,C,50-100m,10000,,955,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Boreal Chickadee,4,1,C,50-100m,01000,,956,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 15, 2012",Yellow-rumped Warbler,"2,4,6,10",1,S,<50m,11101,,957,FALSE,5:49,4.7,79,0,3,,,,"Overcast, VATH, YRWA, PIGR between P6 and P5, heard truck on Road",3:50,8:24,7.2,5.6,0,0,3,3
Julie Bauer,Auriol Trail,A06,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,"2 dists recorded, used lower of 2 values.",1178,FALSE,5:56,7.4,90.7,0,3,S,,,"SPGR seen, 1 SWTH b/w P05 & P06; ATTW drumming.",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A06,"Saturday, June 08, 2013",Swainson's Thrush,"4,6,8",1,S,50-100m,01110,,1179,FALSE,5:56,7.4,90.7,0,3,S,,,"SPGR seen, 1 SWTH b/w P05 & P06; ATTW drumming.",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A06,"Saturday, June 08, 2013",Swainson's Thrush,"4,6,10",1,S,50-100m,01101,,1180,FALSE,5:56,7.4,90.7,0,3,S,,,"SPGR seen, 1 SWTH b/w P05 & P06; ATTW drumming.",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A06,"Saturday, June 08, 2013",Gray Jay,4,1,C,50-100m,01000,,1181,FALSE,5:56,7.4,90.7,0,3,S,,,"SPGR seen, 1 SWTH b/w P05 & P06; ATTW drumming.",4:00,8:23,9.5,9.6,0,0,3,3
Julie Bauer,Auriol Trail,A06,"Saturday, June 08, 2013",Swainson's Thrush,"6,10",1,S,50-100m,00101,,1182,FALSE,5:56,7.4,90.7,0,3,S,,,"SPGR seen, 1 SWTH b/w P05 & P06; ATTW drumming.",4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Saturday, June 08, 2013",Gray Jay,"4,6,10",1,C,50-100m,01101,"Inconsistency b/w map and list on datasheet, used map.",1283,FALSE,5:56,7.4,90.7,0,3,S,,,SPGR b/w P05/P06; battery went from 1/2 bar to empty @ 5 mins but kept recording.,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Saturday, June 08, 2013",Swainson's Thrush,2,1,C,<50m,10000,,1284,FALSE,5:56,7.4,90.7,0,3,S,,,SPGR b/w P05/P06; battery went from 1/2 bar to empty @ 5 mins but kept recording.,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Saturday, June 08, 2013",Swainson's Thrush,"6,8,10",1,S,<50m,00111,,1285,FALSE,5:56,7.4,90.7,0,3,S,,,SPGR b/w P05/P06; battery went from 1/2 bar to empty @ 5 mins but kept recording.,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Saturday, June 08, 2013",Dark-eyed Junco,"2,4",1,S,<50m,11000,,1286,FALSE,5:56,7.4,90.7,0,3,S,,,SPGR b/w P05/P06; battery went from 1/2 bar to empty @ 5 mins but kept recording.,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Saturday, June 08, 2013",Yellow-rumped Warbler,"8,10",1,S,50-100m,00011,,1287,FALSE,5:56,7.4,90.7,0,3,S,,,SPGR b/w P05/P06; battery went from 1/2 bar to empty @ 5 mins but kept recording.,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Saturday, June 08, 2013",Yellow-rumped Warbler,"2,6,8,10",1,S,<50m,10111,"2 dists on datasheet, closest entered.",1288,FALSE,5:56,7.4,90.7,0,3,S,,,SPGR b/w P05/P06; battery went from 1/2 bar to empty @ 5 mins but kept recording.,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Saturday, June 08, 2013",Swainson's Thrush,"2,4,6",1,S,50-100m,11100,,1289,FALSE,5:56,7.4,90.7,0,3,S,,,SPGR b/w P05/P06; battery went from 1/2 bar to empty @ 5 mins but kept recording.,4:00,8:23,9.5,9.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Friday, June 14, 2013",Yellow-rumped Warbler,"2,4,6,8,10",1,"S,C",<50m,11111,,1321,FALSE,6:04,2.1,100,0.6,2,S,,,Male SPGR b/w P05/P06; PIGR too far away.,4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A06,"Friday, June 14, 2013",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,1322,FALSE,6:04,2.1,100,0.6,2,S,,,Male SPGR b/w P05/P06; PIGR too far away.,4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A06,"Friday, June 14, 2013",Swainson's Thrush,"4,6",1,S,50-100m,01100,,1323,FALSE,6:04,2.1,100,0.6,2,S,,,Male SPGR b/w P05/P06; PIGR too far away.,4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A06,"Friday, June 14, 2013",Varied Thrush,"2,4,6",1,S,<50m,11100,"2 dists on datasheet, closest entered.",1324,FALSE,6:04,2.1,100,0.6,2,S,,,Male SPGR b/w P05/P06; PIGR too far away.,4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A06,"Friday, June 14, 2013",Swainson's Thrush,6,1,S,50-100m,00100,,1382,FALSE,6:04,2.1,100,0.6,2,S,Y,,"SWTH,YRWA, SPGR b/w P05/P06; batteries changed; jet and plane noise.",4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A06,"Friday, June 14, 2013",Yellow-rumped Warbler,"2,4,6",1,S,<50m,11100,"2 dists on datasheet, closest entered.",1383,FALSE,6:04,2.1,100,0.6,2,S,Y,,"SWTH,YRWA, SPGR b/w P05/P06; batteries changed; jet and plane noise.",4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A06,"Friday, June 14, 2013",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1384,FALSE,6:04,2.1,100,0.6,2,S,Y,,"SWTH,YRWA, SPGR b/w P05/P06; batteries changed; jet and plane noise.",4:00,8:35,4.8,8.7,0,0,1,2
Julie Bauer,Auriol Trail,A06,"Friday, June 14, 2013",Varied Thrush,"2,4",1,S,50-100m,11000,,1385,FALSE,6:04,2.1,100,0.6,2,S,Y,,"SWTH,YRWA, SPGR b/w P05/P06; batteries changed; jet and plane noise.",4:00,8:35,4.8,8.7,0,0,1,2
Sarah Davidson,Auriol Trail,A06,"Wednesday, June 10, 2015",Swainson's Thrush,"2,10",1,"S,C",50-100m,10001,,1443,FALSE,6:09,5.6,72.2,0.5,2,S,,,"DEJU, PISI, YRWA",4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Wednesday, June 10, 2015",Dark-eyed Junco,"2,4",1,S,50-100m,11000,,1444,FALSE,6:09,5.6,72.2,0.5,2,S,,,"DEJU, PISI, YRWA",4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Wednesday, June 10, 2015",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,1445,FALSE,6:09,5.6,72.2,0.5,2,S,,,"DEJU, PISI, YRWA",4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Wednesday, June 10, 2015",Gray Jay,"8,10",1,C,<50m,00011,,1446,FALSE,6:09,5.6,72.2,0.5,2,S,,,"DEJU, PISI, YRWA",4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Wednesday, June 10, 2015",Swainson's Thrush,"2,4,6",1,S,<50m,11100,,1447,FALSE,6:09,5.6,72.2,0.5,2,S,,,"DEJU, PISI, YRWA",4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Wednesday, June 10, 2015",Swainson's Thrush,"4,6,8,10",1,S,50-100m,01111,,1448,FALSE,6:09,5.6,72.2,0.5,2,S,,,"DEJU, PISI, YRWA",4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Wednesday, June 10, 2015",Swainson's Thrush,8,1,S,50-100m,00010,,1449,FALSE,6:09,5.6,72.2,0.5,2,S,,,"DEJU, PISI, YRWA",4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Wednesday, June 10, 2015",Yellow-rumped Warbler,2,1,S,50-100m,10000,,1450,FALSE,6:09,5.6,72.2,0.5,2,S,,,"DEJU, PISI, YRWA",4:12,8:50,6.3,8.5,0.9,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",Swainson's Thrush,2,1,S,50-100m,10000,,1610,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",Pine Siskin,2,10,"F,C",50-100m,10000,,1611,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",Pine Siskin,"4,6,10",1,C,<50m,01101,,1612,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",Yellow-rumped Warbler,10,1,S,<50m,00001,,1613,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",Dark-eyed Junco,10,1,S,50-100m,00001,,1614,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",Yellow-rumped Warbler,"4,6,8",1,S,50-100m,01110,,1615,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",White-winged Crossbill,8,1,C,50-100m,00010,,1616,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",White-winged Crossbill,10,1,"F,C",<50m,00001,,1617,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",Swainson's Thrush,"6,8,10",1,S,50-100m,00111,,1618,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Monday, June 15, 2015",Dark-eyed Junco,6,1,S,50-100m,00100,,1619,FALSE,6:02,12.2,51.8,0,3,S,,,,4:05,8:44,14.5,13.6,0,0.5,2,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 06, 2017",Common Raven,"8,10",1,C,50-100m,00011,,1751,FALSE,6:16,5.6,78.8,0.5,2,S,light gusts,,CORA,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 06, 2017",Yellow-rumped Warbler,"2,4,6,8",1,S,50-100m,11110,,1752,FALSE,6:16,5.6,78.8,0.5,2,S,light gusts,,CORA,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 06, 2017",Swainson's Thrush,10,1,S,50-100m,00001,,1753,FALSE,6:16,5.6,78.8,0.5,2,S,light gusts,,CORA,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 06, 2017",Swainson's Thrush,10,1,S,50-100m,00001,,1754,FALSE,6:16,5.6,78.8,0.5,2,S,light gusts,,CORA,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 06, 2017",Varied Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1755,FALSE,6:16,5.6,78.8,0.5,2,S,light gusts,,CORA,4:10,9:03,6.7,8.9,1.4,0.6,2,2
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,1839,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Yellow-rumped Warbler,10,1,S,50-100m,00001,,1840,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,1841,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Swainson's Thrush,10,1,S,50-100m,00001,,1842,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Varied Thrush,"2,4,6,10",1,S,50-100m,11101,,1843,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Gray Jay,"6,8,10",1,C,50-100m,00111,,1844,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Yellow-rumped Warbler,6,1,S,50-100m,00100,,1845,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Swainson's Thrush,"2,4",1,S,50-100m,11000,,1846,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Sarah Davidson,Auriol Trail,A06,"Tuesday, June 13, 2017",Woodpecker,"2,4",1,D,50-100m,11000,,1847,FALSE,6:16,7.1,71.5,0,3,,,,,4:06,8:22,7.3,4.6,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Common Raven,6,2,F,<50m,00100,,2171,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Swainson's Thrush,"4,6,8,10",1,S,50-100m,01111,,2172,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Yellow-rumped Warbler,10,1,S,50-100m,00001,,2173,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Yellow-rumped Warbler,10,1,S,<50m,00001,,2174,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Swainson's Thrush,10,1,S,50-100m,00001,,2175,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Swainson's Thrush,"2,4,6,8",1,S,<50m,11110,,2176,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,2177,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Swainson's Thrush,"2,4",1,S,<50m,11000,,2178,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Swainson's Thrush,"2,6",1,S,<50m,10100,,2179,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Swainson's Thrush,"2,4",1,S,<50m,11000,,2180,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 06, 2019",Yellow-rumped Warbler,"2,10",1,S,<50m,10001,,2181,FALSE,6:12,7.4,83.2,0.1,2,,,A027,,4:10,9:21,8.6,10.3,0.5,0.6,3,2
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Yellow-rumped Warbler,"2,4,6,8",1,S,50-100m,11110,,2482,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Dark-eyed Junco,4,1,S,50-100m,01000,,2483,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,2484,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Wilson's Snipe,8,1,W,50-100m,00010,WINNOWING,2485,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,2486,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,2487,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Yellow-rumped Warbler,"2,4,6,8,10",1,S,<50m,11111,,2488,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Blackpoll Warbler,10,1,S,<50m,00001,,2489,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
Manon Fontaine,Auriol Trail,A06,"Thursday, June 13, 2019",Chipping Sparrow,10,1,S,50-100m,00001,,2552,FALSE,5:35,7.6,77.1,0,3,,,57,SWTH YRWA,3:50,8:39,9.9,8.3,0,0,3,3
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Yellow-rumped Warbler,"2,4,6,8",1,"S,C",<50m,11110,,2591,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Swainson's Thrush,"2,6,10",1,S,50-100m,10101,,2592,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Dark-eyed Junco,"2,4",1,S,<50m,11000,,2593,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Gray Jay,"2,6,8,10",1,C,<50m,10111,,2594,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Common Raven,4,1,C,50-100m,01000,,2595,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Yellow-rumped Warbler,4,1,S,<50m,01000,,2596,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Swainson's Thrush,"2,4,6,8,10",1,"S,C",<50m,11111,moved from 50 to 100,2597,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Dark-eyed Junco,10,1,S,<50m,00001,,2598,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
David Blakeburn,Auriol Trail,A06,"Tuesday, June 09, 2020",Swainson's Thrush,"2,4,6,8,10",1,"S,C",<50m,11111,,2599,FALSE,5:56,-1.5,100,0,1,,"WIND STARTED -aircraft at 600, between P05 and P06 CORE PISI CORA",,YRWA SWTH DEJU GRAJ CORA,4:05,8:25,-2.2,5,0,0,1,1
Sonny Parker,Auriol Trail,A06,"Wednesday, June 09, 2021",Yellow-rumped Warbler,"8,10",1,S,50-100m,00011,,2766,FALSE,5:52,2.3,72.3,0.1,1,,,,,4:00,8:16,3.6,7.3,0,0.3,1,1
Sonny Parker,Auriol Trail,A06,"Wednesday, June 09, 2021",Gray Jay,4,1,C,50-100m,01000,,2767,FALSE,5:52,2.3,72.3,0.1,1,,,,,4:00,8:16,3.6,7.3,0,0.3,1,1
Sonny Parker,Auriol Trail,A06,"Wednesday, June 09, 2021",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,2768,FALSE,5:52,2.3,72.3,0.1,1,,,,,4:00,8:16,3.6,7.3,0,0.3,1,1
Sonny Parker,Auriol Trail,A06,"Wednesday, June 09, 2021",Yellow-rumped Warbler,2,1,"S,V",50-100m,01000,,2769,FALSE,5:52,2.3,72.3,0.1,1,,,,,4:00,8:16,3.6,7.3,0,0.3,1,1
Sonny Parker,Auriol Trail,A06,"Wednesday, June 09, 2021",Yellow-rumped Warbler,"2,6",1,S,>100m,10100,,2770,FALSE,5:52,2.3,72.3,0.1,1,,,,,4:00,8:16,3.6,7.3,0,0.3,1,1
Sonny Parker,Auriol Trail,A06,"Tuesday, June 07, 2022",Yellow-rumped Warbler,"2,6,10",1,"S,C",50-100m,10101,,2902,FALSE,5:43,5.6,95.8,0.3,2,,"wind made it hard to hear birds at 8 and 10, tree tops moving",,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Sonny Parker,Auriol Trail,A06,"Tuesday, June 07, 2022",Yellow-rumped Warbler,6,1,S,50-100m,00100,,2903,FALSE,5:43,5.6,95.8,0.3,2,,"wind made it hard to hear birds at 8 and 10, tree tops moving",,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
Sonny Parker,Auriol Trail,A06,"Tuesday, June 07, 2022",Yellow-rumped Warbler,6,1,"S,C",<50m,00100,,2904,FALSE,5:43,5.6,95.8,0.3,2,,"wind made it hard to hear birds at 8 and 10, tree tops moving",,,4:03,7:56,7.9,6.2,0.1,0.3,2,2
